id,POI/street
25668,tegal sawah/
25669,/
25670,/jl . raya kalijati barat
25671,"/pie tand , jekan raya"
25672,pengetahuan cv/
25673,/
25674,/mes raya
25675,/padng da
25676,/rr shop
25677,/a. yani loket pembayaran resmi
25678,/kebalen danau
25679,end geu klangenan/
25680,sumber motor/
25681,/
25682,/kp malaka iv
25683,/cilame vimala ten
25684,/bukit cem resid kel .
25685,/per 2 kel .
25686,/
25687,syak furniture/
25688,/plum sem
25689,/
25690,/
25691,sekret pok kamti/
25692,/
25693,/pon cile
25694,/lor lebak
25695,/sate kamb bu
25696,/gun sina 7
25697,/
25698,/de lum
25699,suka jadi/maju medan johor
25700,/jl . pesantren
25701,/may . jend gg . i
25702,/
25703,/
25704,/raya duri kosa
25705,/bima suci
25706,/kp.warung jengkol
25707,/
25708,/gang badak kel .
25709,/
25710,/
25711,perum pelab/
25712,/kel . buleleng
25713,/del iv
25714,/aswa equest
25715,/sar gra pt golun
25716,/
25717,/cma pt kem no
25718,/mutiara gading
25719,yanti fash/
25720,/pan muti 16
25721,sul agung/
25722,/beng tunggal jaya
25723,toko mas hara/
25724,paron depan/jl . raya paron ngawi
25725,/gg . sari
25726,toko hj nani/
25727,/
25728,( aspol/jl ronggowarsito no
25729,/
25730,/
25731,/
25732,suka nagara/
25733,/jatil iii kel .
25734,/gedong raya
25735,yama buil/
25736,/kudus menteng
25737,/pak ageng nis
25738,/
25739,manonjaya tamb/batik cen
25740,/
25741,/kuni barat
25742,timur ix/kali baru
25743,/
25744,/kel .
25745,/ud . sinar abadi
25746,pak pak/
25747,/gg . sriwi beliung pontianak
25748,/
25749,/roe elemka deb
25750,/
25751,/
25752,/
25753,/
25754,/kel kop 6
25755,/
25756,/
25757,/raya pasar kemis
25758,/janur asri ix
25759,/kap bom gint
25760,/pekarungan raya
25761,/del iv
25762,tukad balian xviia tukad balian/
25763,/mah bad 2
25764,/
25765,/kel .
25766,/perum glora
25767,/ahass jaya motor
25768,/
25769,/asr bs
25770,/
25771,tb mitra ban/beliung  
25772,/
25773,/agung gg . hara
25774,/bengkel din pompa air
25775,/indu jaba raya
25776,/apartemen patria
25777,/saem
25778,toko eka jaya/
25779,/han tangkiling bukit
25780,/kel .
25781,/pegad 176
25782,/bumi jaya indah
25783,/kel .
25784,/rr laun
25785,/
25786,/indo cell
25787,tompok jorong/kec . x
25788,/manukan
25789,/lontar bumi
25790,/
25791,/ranggas raya gad 194 air gegas
25792,/ben merisi gang kel . wonocolo
25793,/par ulak
25794,/salak
25795,/jati indah
25796,/
25797,/
25798,/
25799,puri kenc/
25800,puri alam/
25801,/
25802,/war skuy ngopi
25803,/m. h. tham
25804,/apartemen cibubur
25805,/
25806,/kampung tengah gg
25807,/
25808,periuk jaya/dad raya
25809,/man hoki
25810,sd negeri dian/
25811,/oro - oro ombokulon raya
25812,/pati lor raya
25813,/
25814,/penat iii
25815,/nyengs utara kel .
25816,pal merah/
25817,/won ja ba vii pegirian
25818,/jati alai kel .
25819,/jalan gudang pos rimba
25820,/tel hara 11
25821,/j raya
25822,toko emas/gajah dem
25823,/alfamart cangkiran
25824,/
25825,/
25826,/
25827,/mega 's bri
25828,/
25829,salon ayu/
25830,spbu 74.90225/
25831,/
25832,/bun 62 rt
25833,/
25834,/alfamart jl.trans kalimantan rt.10
25835,/tanjung
25836,pgm kantor/jl . serayu timur ruko
25837,/
25838,/kedung banteng
25839,/abang erwin
25840,/sam solid
25841,/
25842,/
25843,/estate blok no . jl . srikandi
25844,sigumat bar ./gg . iii
25845,sreng sawah telur djoko/
25846,/jln.raya cisauk lapan rt.004 rw.003
25847,/
25848,petukangan utara/jl . swad
25849,/
25850,/
25851,tegal taman/
25852,/
25853,/
25854,sd neg pondok pinang/
25855,/
25856,pemuk sari/
25857,/pes pog
25858,/jalan
25859,/the springs summarecon serpong cluster no . kel .
25860,/gol motor ahmad
25861,/mie ayam karyo . mersi
25862,/mandala iii medan denai
25863,setro baru/kel .
25864,/mart dan terang
25865,/
25866,terrace blok/jaya imperial
25867,gumilir lang/
25868,/bulupayung pis 124
25869,/
25870,/waro roe ku
25871,"/boj ten ,"
25872,/warung makan mas agus
25873,/
25874,/h. imam gg . prib
25875,/raya kolonel sugi
25876,/
25877,/gang 9
25878,/jln . raya
25879,sek neg panunggangan utara/
25880,/gulai makn
25881,/pig - griya toserba
25882,/a. yani 181
25883,/
25884,pahl sidokumpul/
25885,/raya cipa -
25886,/petojo selatan tanah
25887,/
25888,/kampung baru
25889,/
25890,/
25891,/banjar sugihan manu
25892,/
25893,/cimekar raya
25894,/aceh capem pan labu peu pante bidari
25895,/kali ii
25896,/gg . d
25897,toko accesories/
25898,/
25899,/jatiwaringin komp binalindung jl bin jati rt
25900,/mitra sun boule
25901,/mulya agu
25902,al bar bantarmangu cimanggu/jl . cemp
25903,/jln . mr . sudarman ganda
25904,/kamp baru
25905,/jalan
25906,/
25907,/wisata bukit
25908,/
25909,/gg . 1
25910,/
25911,/jl . ahmad yani kra
25912,primajasa pos kont/
25913,/pejuang dah
25914,/jalur 2
25915,/alun alun barat
25916,/kem utara vii
25917,/
25918,/mam bambaira
25919,/ar dg . ngun 2
25920,/dos surya 2
25921,/kra jaya raya barat cilincing
25922,/sem
25923,/par raya
25924,/
25925,/kel . merpati
25926,/gg . iv
25927,/
25928,/lanto dg
25929,toko bek no/kawan kita
25930,pulomas residence/
25931,/indah cargo
25932,/jl veteran
25933,/antonius hadi
25934,/
25935,/mang raya
25936,villa mak 2/
25937,kebun bunga/
25938,/
25939,/
25940,/
25941,poli jant/
25942,/baru ulu let supr
25943,/smp mabad rempoa ciputat
25944,/cib mulya jatiendah kel .
25945,/wir 2
25946,/gg . tj
25947,/jl . jahri saleh
25948,sungguminasa andi ( upu )/
25949,/
25950,/
25951,toko ism kemu/
25952,taman bukit/
25953,/warung lese bu
25954,/
25955,/
25956,/gg . iii
25957,/mur hadi bibit raya
25958,/unga wanarejan selatan
25959,al amin/
25960,/kedung soko war
25961,sutera no.kav 28/
25962,peri ii/
25963,/happy pets
25964,/raya palas kel .
25965,/mel 11 agung rt
25966,/kampung boj no
25967,/rta mil
25968,/nal nal pets
25969,/mas al - bar
25970,/lapa raja adil
25971,al ihs/
25972,/pem no
25973,"/idm p.anta , raya banjarmasin"
25974,/mus bali shell
25975,/war her suromen stokis hpai
25976,pengadegan pen uta i/
25977,/war muncul
25978,/nas mas al -
25979,pahl no/
25980,pahlawan bras/
25981,/jl . intan ii jl . pd . timur indah
25982,/green land
25983,/
25984,/
25985,/
25986,/pt . agri wangi jl . elang
25987,/pt cah
25988,/bank rakyat
25989,/ayani i
25990,/sukarame jl . kari jawa gg .
25991,/
25992,/mars sela ix
25993,/adi suci
25994,/
25995,/war pojok bu
25996,penj parw/
25997,taman pendid/abdul karim
25998,/smk islam
25999,/gogo fut
26000,/
26001,/
26002,/
26003,/tam 2
26004,/limo limo raya
26005,/petugas loket
26006,/
26007,soek hatta/ksp mobil
26008,sun karya barat/
26009,/nz computer
26010,/pap 95 a
26011,soek hatta/
26012,/gilingan merak
26013,/bencongan indah
26014,perum bin permai/
26015,/gro jaya iv
26016,taman metro/
26017,/
26018,/antang ko
26019,/kartini home
26020,/ten iv
26021,/baleendah bank
26022,/mitra motor isimu jln.trans sulawesi
26023,/muj vi serua
26024,/
26025,/clot shop
26026,tebet timur dalam/
26027,/bint gar resid
26028,toko peralatan/
26029,toko minsel/
26030,/mustikasari raya
26031,sun boulevard/
26032,/pen ii
26033,/
26034,/panin bank pt tbk
26035,/
26036,/jl . utan jati
26037,/
26038,/mas asy sya jaya .
26039,/lor manis kel .
26040,/lhea cell
26041,/pluit kar elok 1
26042,/
26043,smp negeri/
26044,/nias iii
26045,simpang batu/
26046,/bank btn syariah jakarta jl . suryopranoto no
26047,/
26048,/gg . cah
26049,/tradit
26050,/
26051,/tam jaya
26052,/
26053,/wahi sud
26054,/kal 51 kepolorejo
26055,/jelambar baru
26056,timur raya bek/cakung
26057,/babakan ciparay
26058,/pt . jl . kayu raya no.48
26059,tembuku undisan/
26060,/
26061,/bint 6
26062,/letj supr
26063,/tegallalang raya
26064,/may sut kampil wiradesa
26065,sidowaluyo candi/way panji raya
26066,/
26067,/rock cell
26068,/
26069,/pos paud ser
26070,/mas no
26071,/bujel bot
26072,/
26073,taman bukir/
26074,/gand kebayoran
26075,/morokrembangan gg . lebar
26076,/raya ki ageng gri
26077,pesan riyadlut/
26078,/
26079,/per 4
26080,/
26081,/baleendah mekar
26082,sat bek jawa barat/jl hara indah
26083,/gang tl
26084,/
26085,/
26086,/tam rejo apo
26087,/war rikatas
26088,/mas vii 13
26089,/timur koramil raya
26090,yuli cell/
26091,/bint iv
26092,/golden efata
26093,/jl . kyai haji ahmad dah
26094,/
26095,/zam xv tambun selatan
26096,primau ac/
26097,/bin medan sunggal
26098,hilir jl . raya pera/
26099,/
26100,/smp 2
26101,/ahmadsh kaosdis
26102,/adi photog muara
26103,/
26104,pradahkalikendal darmo/xiv 65
26105,/
26106,/
26107,/kaliwulu nyi gede
26108,/
26109,/balai penyul
26110,/gunungsimping kal
26111,/2000 no
26112,/beng motor raya
26113,/aulya
26114,/
26115,thaitea depan/jl pahlawan . lawu
26116,/
26117,/gg . swad raya
26118,/mayor jend sut
26119,/dr sut no 16a narw
26120,/jl jend gatot subr lelateng
26121,pon ayam/
26122,/tegal gg . x
26123,/gg . anni
26124,/duy iii
26125,/
26126,/gg . mes
26127,/ki hajar dewan
26128,/
26129,/raya ran cileungsir
26130,/gg . 10
26131,/
26132,/gedong seder raya
26133,"/raya guyan ,"
26134,/
26135,/jb jeans jatis
26136,sha karya/ungasan banjar
26137,/ban - tegal
26138,/pt biru
26139,/
26140,/puske kampuri k kurun
26141,/marissa anditara
26142,/nn 16
26143,masjid al - fatah raya pet/
26144,/muha kafi jagakarsa
26145,perumahan gamb/
26146,/
26147,/
26148,/
26149,/
26150,/
26151,/
26152,pecel lele/
26153,sd negeri 054 sapta/
26154,/otto iska
26155,/barba cafe
26156,/kel .
26157,/bumi jaya riska dan rias
26158,sapu 2/
26159,/grand wisata jl . sunset
26160,pal merah/
26161,/asem ii
26162,/
26163,/bun iii 5
26164,/kemay keta
26165,/raya cira
26166,/raya solo - gatak delanggu
26167,/
26168,/leng besar
26169,patemon ampel/gad raya
26170,makmur kel ./
26171,hutan beri/
26172,/
26173,perumahan bayur/kab .
26174,/pasar baru
26175,/man d'kampoeng
26176,/bre cafe labuansait
26177,/ist iii
26178,/gg . e ja i
26179,/bak jend
26180,/
26181,/
26182,/kebayoran baru
26183,/
26184,/may fash
26185,/sad 2
26186,/
26187,/
26188,sumber jaya/
26189,/bakso mekar parman mangsang
26190,/
26191,/gang rental kel .
26192,pcc asri/
26193,/jl.papanggungan kpad pindad
26194,/haji jegu pajak
26195,/
26196,toko nurul/pulo geb
26197,/
26198,sd n/pad ratu
26199,/danau melin
26200,/bulusan rowo baru
26201,/
26202,/jl . muara kar raya
26203,/jebugan jati
26204,/ged serba guna
26205,/klinik maha
26206,/
26207,"/boj jagal ,"
26208,/
26209,/
26210,/
26211,toko budhi/
26212,/kary iii
26213,/jl . pis
26214,/gang pembangunan kel .
26215,/dr . i
26216,/jl raya jetis
26217,marlan furni/
26218,/gurun laweh
26219,/mi swasta mift sali
26220,/kedungpedaringan nga pen 146
26221,/
26222,/
26223,/
26224,/pot rambut yudi
26225,/
26226,pom mini/
26227,toko meu berl/
26228,/
26229,/man jaya 15
26230,ud dja umar/
26231,nagri kaler/
26232,wul motor/
26233,/ban x
26234,/jend ahmad yani
26235,/sut kir v no
26236,/cend raya
26237,/jagir sidor xi
26238,/
26239,/
26240,/
26241,/gg . rusli
26242,/jatikarya bumur
26243,/
26244,/babat jerawat
26245,/ten umar karang
26246,/the break par
26247,/
26248,/
26249,/jl raya manukan wetan
26250,/depan kantor kecamatan
26251,/
26252,/
26253,/prof . dr . hamka kel .
26254,kalib kenc/
26255,/kar kulon banguntapan
26256,/letj jamin gint
26257,/
26258,toko pupuk/
26259,/eka karsa mandiri cipta
26260,tanj hara/
26261,/mawar luar
26262,/ibu kodir
26263,taman tiangnam/
26264,/gg . jun sari
26265,/acacia .
26266,sayang diagnostic/jl . raya
26267,swa no/
26268,/mas .
26269,/jl . pariwisata
26270,villa cin/
26271,/damai elok 2
26272,pang besar toko mas himalaya/
26273,/
26274,/panarung haka
26275,/kel .
26276,/gg .
26277,/gang sad
26278,/nogotirto kelud
26279,/
26280,/kel darat
26281,sh dan rekan/
26282,/
26283,/gudang pada
26284,/pon ratu must
26285,/kla ten
26286,/
26287,/kp.babakan rt
26288,/
26289,/pt cipta ban
26290,/
26291,/raya kalia ten
26292,/
26293,/
26294,/
26295,/medan -
26296,/
26297,/war bakso puc sari
26298,/
26299,/kamp mel
26300,/asrama panti bha luhur
26301,/gg . per ii
26302,/
26303,/
26304,/bakti iii
26305,/perum mai indah
26306,sahnab laun/
26307,/sut 39 dwikora
26308,/lugu loundry
26309,/stasiun tabing
26310,/tawa ii
26311,/barabai utara
26312,/atm bri
26313,/
26314,/indom limbangan
26315,zahira jeans/
26316,pho cell/
26317,/lau beti
26318,/akses ui
26319,/kedai kopi
26320,/glory hill
26321,/alif laundry
26322,/pen 112
26323,/
26324,naro can viii/
26325,/man.i
26326,/ksp got roy ambarawa
26327,toko mbak/
26328,padasuka muj/
26329,sunr 3/
26330,/jakasampurna kamb 3
26331,/
26332,/tem
26333,/gre gadu timur 2
26334,/gang manggis
26335,/
26336,/kali raya panggung lor kel .
26337,/gg . tapa
26338,/mar gg . iii no mulyoagung dau
26339,/
26340,/
26341,/kel .
26342,- ju/sialang gaung per 2
26343,/
26344,/
26345,/kel . raya
26346,/
26347,/jati sari
26348,/bintang listrik
26349,/jl . al ikh no
26350,"/drg . nur mas silviana , . ort"
26351,/dusu.senen rt.12
26352,/warung mard raya
26353,/kan balai desa
26354,/andius salon
26355,/
26356,/
26357,/no.81 ..
26358,/ban 4 kel .
26359,pasar manggis/
26360,sinyor gar/
26361,/
26362,/dr . soetomo dip
26363,/
26364,/ahmad yani no abn amro
26365,palem -/jambi 131
26366,/
26367,/kel .
26368,kris aqua/
26369,/mas an naw
26370,/kucingan kidol
26371,/ponpes islam
26372,/
26373,/mekar jaya genta
26374,/gemb raya boj bojongsari
26375,/pon cipta green bint
26376,/
26377,/
26378,/jalan taman palem patung
26379,doko mel 504/
26380,/
26381,/
26382,/ki hajar dewan
26383,/
26384,/
26385,/jasa
26386,/jl.raden gunawan ii
26387,/kre bha viii
26388,/
26389,husnul hoti/
26390,/a2w shop
26391,/buah batu
26392,/dk . gune
26393,p. tern/
26394,/
26395,/ber iii b gg .
26396,/
26397,toko yuli/wilangon benowo
26398,/
26399,/geb putih
26400,/
26401,/anggrek iii kel .
26402,/bulak banteng gg .
26403,/
26404,/gki masa
26405,/
26406,jaket bikers collec/
26407,/kel .
26408,/
26409,/manizku resto - ho
26410,perumahan wahana/
26411,sd neg sumber 4/
26412,/jl seku raya
26413,tirtaw cisurupan/
26414,/ge ge fash dua raya
26415,/bukit duri lapa ros timur ii
26416,/
26417,/grogol utara
26418,/
26419,the bea collection/
26420,/
26421,perumahan wahana/
26422,/dor i
26423,/
26424,/dr . cipto
26425,/jelambar baru
26426,/jl rawa lindung no 172
26427,/tom tin vi
26428,/petojo utara pem iii
26429,/
26430,/kamp cand
26431,/gabek raya selindung
26432,/
26433,/mt .
26434,/laxmi collection dua raya
26435,/sumur
26436,pain 1/
26437,/per iv
26438,/
26439,/
26440,/rumah quran
26441,pluit kar/
26442,/nan raya
26443,/
26444,/pine rotan
26445,/bint jaya kel . bekasi
26446,/
26447,salon rinny/
26448,/
26449,/cv karya
26450,/
26451,paninggilan kel ./
26452,/balung lor amb 260 balung
26453,/kel .
26454,/logam nindo
26455,/
26456,/haji miing
26457,/
26458,/
26459,totok kerot/
26460,/raya ser - pan sukamanah baros
26461,/gerem cilegon
26462,service cen/samsung
26463,/ra ker 168 kerobokan
26464,/war d'ayank
26465,/kos ruhul jadid
26466,/jepara gg
26467,/par i
26468,al baro/
26469,/
26470,pancoran barat/
26471,henel aria/
26472,/leg sela 4
26473,/war bpk u -
26474,/nusa indah ix
26475,/
26476,yonif 310/
26477,/lawang raya mal 28
26478,/anu no
26479,/btn kolam blok
26480,/handil baru
26481,/
26482,s palmerah/
26483,/
26484,/kem raya glodok
26485,pintu pasar/
26486,simpang baru/
26487,/barat jembatan
26488,toko alumi/
26489,/lor 101 timur 92 ideant
26490,/gereja st . fransiskus
26491,/
26492,/
26493,/nerada estate blok
26494,villa indah/
26495,/
26496,/
26497,pon kac 126/
26498,pindang sukono/
26499,tugu alam/
26500,timur cakung/green sed 8
26501,toko multi jaya/jend sudi
26502,/
26503,/
26504,perumahan rachita/
26505,/
26506,/
26507,/
26508,/
26509,/pati 62
26510,/jawi luar
26511,/asrama mahasiswa its . jl . teknik elektro
26512,/gg . mazda 2
26513,toko lenc/
26514,timur tam sela/cakung
26515,/gang pacar
26516,/
26517,/
26518,/amas keliling
26519,/kem i
26520,/agung 790
26521,/kanten sido
26522,/kel muda
26523,pungkur gg ./asm no
26524,teru sayu/
26525,/pal i
26526,/gobe electr
26527,/barra ponsel
26528,/david resto
26529,/timur vinca
26530,pengad agama/let harun
26531,/
26532,/
26533,/
26534,/ori bint
26535,makmur utama/jl . karangan jaya no .
26536,/kemay budid kel .
26537,/gg . peman
26538,toko mit kosm/
26539,"/mrs motor ,"
26540,/man i
26541,/kel . ngoro
26542,/
26543,/bank mand
26544,/keto sedap
26545,pejagalan bon/
26546,/gg . buntu
26547,/del asri 1 kel .
26548,timur baru/
26549,steven cell/
26550,/ds . jokarto dsn . krajan timur . rt dpn rumah
26551,/klay 3
26552,/
26553,/gang asoka
26554,/de ' clodi
26555,/
26556,/gg . mbah rasi
26557,/all juice lettu
26558,/jl bungur no .
26559,/
26560,/war jawa timur mbak lestari
26561,perumahan wahana/
26562,/war mama
26563,/dusun iii paloh gelombang
26564,/jamin gint 636b
26565,/krueng raya jl . mal sukakarya
26566,/
26567,/pt pos logistik indonesia jl lapangan
26568,/otto iskandar
26569,/apotek innova muh yamin
26570,/
26571,sd negeri jruek/
26572,star movies/
26573,/spr ville clus kel . bekasi
26574,/
26575,/albert jaya
26576,/h. zaka jagakarsa
26577,miraya resid/
26578,perum cijerah/gg rukun kel gempol
26579,perum bumi/
26580,/warung pun penampung
26581,/mojo no
26582,/in laun
26583,/
26584,/panggung lor mas x
26585,/lor jl . oto iska
26586,/
26587,/
26588,/jov kids
26589,/
26590,/
26591,/komplek permata
26592,/jalan
26593,/
26594,/
26595,emb pagi/
26596,/
26597,/
26598,/
26599,/najah cate
26600,tugu raya/nusantara .
26601,/pancur m.b
26602,/bk 3
26603,/kel .
26604,/dr . gssj
26605,/aritha hotel
26606,- 227/raya denp -
26607,"timur lom iii ,/"
26608,/
26609,/gg .
26610,/
26611,/jalan
26612,/bank mand
26613,/dok setia 77
26614,/pintu kapuk
26615,yudanagara gun singa no/
26616,/
26617,/jl . griya
26618,/ho cokr
26619,/
26620,/larangan utara gg . mawar
26621,/ramot pitu
26622,/rs firdaus . jl . siak
26623,/bas rah
26624,/hotel gardenia
26625,/kamal lama
26626,/yk . coffe
26627,/
26628,/batu bakar
26629,/pri timur
26630,/teru
26631,/haji
26632,/raya pono
26633,/
26634,/tanjung
26635,/jl . kad desa
26636,/
26637,/waro poe
26638,toko kaset/
26639,/jend sudi dungus kel .
26640,muti vi/
26641,/src babe gelam
26642,/
26643,tb sila/kel .
26644,/
26645,/
26646,/lapangan gmc
26647,/flo 3
26648,/raden intan
26649,yaya asy/
26650,/tubun iii mas rahm ummah
26651,paud hara/
26652,/mbaro motor
26653,/
26654,toko siswa/
26655,/pas 118 padasuka cimeunyan
26656,purwantoro kel ./
26657,/
26658,/lum lum
26659,/mie ayam lesehan
26660,/gg . beri
26661,sulu gg ./
26662,/kar 1
26663,/
26664,tulungrejo ase no/
26665,/negar metro
26666,/gardu 71a
26667,/
26668,/jl siliwangi btn pasir ona blok
26669,/palm spring
26670,/per i
26671,/tim iv
26672,/bor raya antang manggala
26673,/moch . ser
26674,/
26675,/kendung v kel .
26676,skip ujung/pisangan baru
26677,/
26678,/raya bal
26679,/western union
26680,/
26681,/ten 12
26682,/arj i
26683,pahl ser 74/
26684,/dr . agustr sobh gabr gam
26685,/mu i
26686,/and dry
26687,/bendu samp baru sig gura
26688,malik sukapura/
26689,pejaten barat mim raya 12/
26690,/kerobokan kaja
26691,/penta solution . pt
26692,/
26693,tidar ten/
26694,/
26695,/jatimulya lili raya
26696,timur 9/palm spr viii
26697,/jade xix kel .
26698,/jend sudi no
26699,/
26700,/
26701,sri utami/
26702,( upu )/alau no
26703,/gg . moh . nur balekambang
26704,/btn grandhill resident
26705,/ram harmonis
26706,/ahmad yani
26707,dhannis shop/
26708,/
26709,/berkah abadi
26710,/pis jl . kagu
26711,/boj ment 11
26712,/sem utara 1
26713,/per . grand
26714,/
26715,/rekr cengk
26716,/
26717,/kamal jing
26718,/ban viiic 5
26719,/bebed ii kel .
26720,/kel .
26721,/kh.m 206a
26722,/
26723,sipai bari/
26724,/rambutan raya kel .
26725,/kharisma beng
26726,/raya lamo
26727,/tgh ibra kholidy
26728,saat kirim/jl . pesantren
26729,/
26730,apartement kalibata/
26731,/
26732,/kel .
26733,timur sut jel viii no/jagung
26734,/
26735,/abundio parfum 2
26736,/gg . warga
26737,/
26738,/
26739,"/raya salem , kel ."
26740,/bakung 21
26741,salon chandra/
26742,/gg . swad i
26743,/green zone one lut
26744,/kena iv kel .
26745,/
26746,tk mardi/
26747,/ud . apri ten i
26748,/sad grahac pt
26749,/waroeng djad
26750,/gg . kena kampung baru
26751,/dok krt . radj
26752,/
26753,/tem
26754,/kel .
26755,/laborat biok alauddin maka
26756,siliw 410/
26757,/haurpanggung ifan
26758,/graha cika
26759,simpang hasanudin/
26760,/pon mutiara indah
26761,/kar jalak mekar kel .
26762,/
26763,/sun jaya i
26764,/ruko btn
26765,/
26766,procot gg . dur ii no/
26767,sd mas kambaniru 1/
26768,smk swasta t. amir/
26769,/kh . agus
26770,/mt . hary
26771,toko setia/budi raya
26772,/
26773,/bakalanpule raya man 75 tikung
26774,/kel .
26775,teru pesan/
26776,demen wedding/
26777,/tanjung barat
26778,/kel .
26779,/johar golf 1
26780,/
26781,/ko gal bumi
26782,/burn stones batu
26783,/
26784,/dip 35 puri
26785,/madegondo jl . ir
26786,/
26787,paya geli/orde
26788,/gading she cell
26789,/
26790,/wr lamongan . cokroam
26791,/war sate mad raya
26792,/gg . xv
26793,/
26794,smp neg 3/
26795,/bpr djoyone
26796,toko sepatu/tanjung
26797,/kapas baru
26798,/raya ciam
26799,sul agung medan/
26800,/kiara asri
26801,smpe disitu/gg kcil lurus mentok . kl da tlp aja
26802,/mas no.a25
26803,/ceger jl . 160 no49
26804,teuku umar/
26805,/
26806,pangkas rambut/
26807,/bona per
26808,/war rinj
26809,/jcc case
26810,/cipu raya
26811,tengkerang timur mah indah/
26812,sal indah/
26813,/la diva salon r. hakim
26814,/raya cit
26815,/
26816,/al mocca
26817,tunggal opti/
26818,/bimbel ecc bayan
26819,/cibu iii
26820,/
26821,/
26822,/
26823,/kpp pratama sidoarjo
26824,/
26825,/
26826,/jayamukti tarum barat
26827,salon puspa/
26828,/
26829,tailor barokah/sayung
26830,/jangkurang pang
26831,pt.framas indonesia.kawasan/
26832,sumb iii 2/
26833,/
26834,/kel .
26835,/
26836,/agung lorong.amas
26837,/pt .
26838,/
26839,/jl . hadiah utama
26840,/gg . mas al
26841,pasir kum 104/
26842,toko subur/
26843,/gad arca pegangsaan
26844,/
26845,pela mampang ban raya/
26846,/
26847,/haji safat
26848,jaya loka/
26849,/kebudayaan kab jl . lingkar
26850,/
26851,/
26852,/es dawet janti barat
26853,/
26854,/
26855,/mas gg . gom
26856,/
26857,tegal sari/gang lang
26858,/
26859,/
26860,/sei kel .
26861,/ruwayifi bus jatibening baru
26862,/kuc raya
26863,taman palem/alur ruko
26864,/lor 1 gunung sari
26865,/penjahit per kud
26866,/
26867,/sat 1 kel .
26868,/warulor nasi
26869,perum tar 2/kel .
26870,/ko . btn ant b6
26871,sd negeri/
26872,/ade irma sury
26873,/
26874,/
26875,toko bengel/
26876,mencirim insi/
26877,/no .
26878,/perumahan griya 21 . banten .
26879,/
26880,/mapolda sumut
26881,/pademangan timur pad iii 20 rt
26882,/geb rambutan
26883,/ninik sek
26884,/pos indonesia biru samaan
26885,/
26886,/
26887,/raya setu cika saung
26888,/banyuwangi village
26889,villa cil/
26890,/nusa indah
26891,toko plas/
26892,serdang kemayoran/tar v
26893,toko emas/
26894,/minang baru
26895,/republic grafika
26896,/apartemen casablanca mansion jl . raya casablanca kav.9
26897,/
26898,/ked aza
26899,toko cat/
26900,/ud . berkah
26901,totok kerot/
26902,/kali raya
26903,/ratu iv kel .
26904,tenayan raya/
26905,/
26906,/kan 2
26907,/
26908,/
26909,/mas syaufiah bukik
26910,/pis emas i
26911,/kus utara ii
26912,/jagakarsa gg . indah
26913,tengkerang selatan/kakap iii
26914,toko paku/
26915,/
26916,/pel raya balla
26917,sukmajaya raden/
26918,/
26919,/
26920,toko zid/
26921,/gg . 3
26922,toko anisa timur marpoyan damai/adi suci
26923,/lin suma
26924,/sir salon premium barber
26925,/
26926,mami bur siaga/sungai raya
26927,/man jatimakmur pondok gede
26928,/mus ginting 22152
26929,/die stube plaza raya no.2 pop - samping cimb
26930,/pon bambu
26931,sananwetan dok sut 54/
26932,/randubango pem 65
26933,/bri kcp sul fatah
26934,/r. e.
26935,/let sudiono
26936,/
26937,/bina lon ii
26938,/
26939,soto bet bang/
26940,/
26941,taman andi/
26942,/
26943,/kel .
26944,/jl . danau sunter utara
26945,/tuoy
26946,/
26947,/gg . inp
26948,"toko telur/dr sut ,"
26949,/sonny
26950,/pit raya pancoran mas
26951,/tung raya kayuringin
26952,/pabuaran raya bogor 618
26953,/
26954,/
26955,star kentjana/
26956,/man samin 29
26957,/g utara
26958,/tanjung
26959,/agung gun mas
26960,/
26961,/lapa bola kaki
26962,pak hasbullah/
26963,/
26964,/kali timur
26965,/
26966,/walet per kel . penjaringan
26967,/war pin garuda 1
26968,/
26969,/. 119
26970,/menteng jekan raya
26971,/akademi angkatan
26972,/j
26973,/palm spring
26974,/
26975,al inti/
26976,tria adara residence/jl . suka karya ii
26977,pasir utama/
26978,/mia fashion
26979,/
26980,/beng motor
26981,/war bbr
26982,/ki hajar dewan
26983,/budi wedding photography
26984,/batua raya
26985,/jl . perm rege jl . h.
26986,salam hadimulyo/
26987,tebet timur/
26988,/
26989,/
26990,/raya solo jururejo ngawi
26991,/
26992,/blueriver 9
26993,/koramil bantaran
26994,/
26995,/apk builder tools
26996,karet pasar/
26997,/mulyoagung dau
26998,/jl . mayjen no .
26999,/agung motor
27000,/mutiara taman palem kamal raya
27001,pene vi/gang und
27002,/kel .
27003,toko sejahtera/
27004,/gg . bamb
27005,/
27006,/mie ayam paijo
27007,payless shoe/
27008,/
27009,/air kete rt
27010,/
27011,/ciriung golf
27012,/asih salon
27013,/rs bhayangkara jl . i
27014,/lottemart bintaro
27015,/maru baru iv
27016,/raya cibe sirnagalih
27017,/
27018,/negla endah
27019,/delta asri
27020,/ker api . pt
27021,prat raya/
27022,/jalan raya
27023,/masakan pad ranah
27024,/jimbaran jl . nua bar
27025,/poris gaga
27026,/garuda indon
27027,/kapuk mel indah
27028,kan lurah/soa sul
27029,/
27030,/agung
27031,/jaka sumbersari lowokwaru
27032,/
27033,/bakso dan mie ayam ahmad dah
27034,/iii 174
27035,/tania selatan pt
27036,/
27037,/toilet pertamina
27038,/jalan raya leces
